,Make_Honda,Make_Maruti Suzuki,Make_Hyundai,Make_Toyota,Make_BMW,Make_Skoda,Make_Nissan,Make_Renault,Make_Tata,Make_Volkswagen,Make_Ford,Make_Mercedes-Benz,Make_Audi,Make_Mahindra,Make_MG,Make_Jeep,Make_Kia,Make_Volvo,Make_Porsche,Make_Isuzu,Make_Jaguar,Make_Land Rover,Make_MINI,Make_Mitsubishi,Make_Datsun,Make_Chevrolet,Make_Ssangyong,Make_Fiat,Make_Lexus,Model,Price,Year,Kilometer,Fuel Type_Petrol,Fuel Type_Diesel,Fuel Type_CNG,Fuel Type_CNG + CNG,Fuel Type_LPG,Fuel Type_Petrol + CNG,Transmission_Manual,Transmission_Automatic,Location,Color,Owner_First,Owner_Second,Owner_Third,Owner_UnRegistered Car,Seller Type,Engine,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
1701,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i10 Era,0.02050113895216401,0.6176470588235294,0.029463604885183195,1,0,0,0,0,0,1,0,Kanpur,Silver,0,1,0,0,Individual,1086 cc,FWD,0.21644217371110078,0.1694915254237288,0.3624641833810888,0.5,0.23529411764705882
1702,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Swift VXi,0.06327512022272842,0.7352941176470589,0.023463379876745377,1,0,0,0,0,0,1,0,Kolkata,Silver,1,0,0,0,Individual,1197 cc,FWD,0.34881560613098,0.3107344632768362,0.333810888252149,0.5,0.3176470588235294
1703,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i20 Magna 1.2,0.06352822070361934,0.7647058823529411,0.019963248621823318,1,0,0,0,0,0,1,0,Kolkata,Silver,1,0,0,0,Individual,1197 cc,FWD,0.41616349280074316,0.3319209039548023,0.2979942693409742,0.5,0.35294117647058826
1704,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Superb Sportline AT,0.8291571753986332,0.9705882352941176,0.006508744077902921,1,0,0,0,0,0,0,1,Mumbai,White,1,0,0,0,Individual,1984 cc,FWD,0.8221086855550395,0.5494350282485876,0.24641833810888253,0.5,0.6
1705,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A4 35 TDI Premium,0.48114401417362695,0.8235294117647058,0.028492068452566972,0,1,0,0,0,0,0,1,Ludhiana,White,1,0,0,0,Individual,1968 cc,FWD,0.7440780306549002,0.4957627118644068,0.18624641833810887,0.5,0.5647058823529412
1706,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Swift DZire VDI,0.11414831688180208,0.7941176470588235,0.04496418615698089,0,1,0,0,0,0,1,0,Ludhiana,White,1,0,0,0,Individual,1248 cc,FWD,0.41616349280074316,0.3107344632768362,0.36962750716332377,0.5,0.3176470588235294
1707,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i20 Active 1.2 SX,0.13819286256643887,0.7941176470588235,0.022463342375339077,1,0,0,0,0,0,1,0,Thane,White,1,0,0,0,Individual,1197 cc,FWD,0.41616349280074316,0.4025423728813559,0.36962750716332377,0.5,0.35294117647058826
1708,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Celerio X Zxi AMT [2017-2019],0.11035155656795748,0.8823529411764706,0.021963323624635923,1,0,0,0,0,0,0,1,Delhi,Grey,1,0,0,0,Individual,998 cc,FWD,0.2861124013005109,0.22598870056497175,0.3839541547277937,0.5,0.23529411764705882
1709,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thar LX 4-STR Convertible Diesel MT,0.4178688939508985,0.9705882352941176,0.008462817355650836,0,1,0,0,0,0,1,0,Karnal,Silver,1,0,0,0,Individual,2184 cc,AWD,0.41151881096144916,0.4872881355932203,0.7994269340974212,0.3333333333333333,0.49411764705882355
1710,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wagon R VXi 1.2,0.13414325487218426,0.9117647058823529,0.02539345225445954,1,0,0,0,0,0,1,0,Bangalore,Grey,1,0,0,0,Individual,1197 cc,FWD,0.25824431026474687,0.20480225988700565,0.5415472779369628,0.5,0.2
1711,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Endeavour Titanium 2.0 4x2 AT,0.9493799038218173,0.9411764705882353,0.00996287360776029,0,1,0,0,0,0,0,1,Karnal,Black,1,0,0,0,Individual,1996 cc,RWD,0.8379006038086391,0.556497175141243,0.7736389684813754,0.8333333333333334,0.7647058823529411
1712,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortuner 2.8 4x2 AT [2016-2020],0.8202986585674513,0.8823529411764706,0.025463454879557982,0,1,0,0,0,0,0,1,Mumbai,White,1,0,0,0,Individual,2755 cc,RWD,0.7877380399442638,0.536723163841808,0.7707736389684814,0.8333333333333334,0.7647058823529411
1714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baleno Delta 1.2,0.12300683371298406,0.8529411764705882,0.01741715314324287,1,0,0,0,0,0,1,0,Mumbai,Grey,1,0,0,0,Corporate,1197 cc,FWD,0.41616349280074316,0.3813559322033898,0.29083094555873923,0.5,0.25882352941176473
1715,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duster 110 PS RXL 4X2 AMT [2016-2017],0.18375094912680334,0.8529411764705882,0.033463754890808405,0,1,0,0,0,0,0,1,Mumbai,White,1,0,0,0,Individual,1461 cc,FWD,0.5647933116581514,0.4901129943502825,0.5702005730659025,0.5,0.4117647058823529
1716,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Celerio VXi AMT,0.07491774234371046,0.7647058823529411,0.00946285485705714,1,0,0,0,0,0,0,1,Mumbai,Silver,0,1,0,0,Individual,998 cc,FWD,0.23269856014862983,0.1765536723163842,0.37679083094555876,0.5,0.23529411764705882
1717,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Octavia RS,0.8481397114654518,0.9117647058823529,0.015263072365213695,1,0,0,0,0,0,0,1,Hyderabad,Red,1,0,0,0,Corporate,1984 cc,FWD,0.7385044124477473,0.4788135593220339,0.2851002865329513,0.5,0.4117647058823529
1719,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jazz V Petrol,0.12047582890407492,0.8235294117647058,0.009362851106916509,1,0,0,0,0,0,1,0,Mumbai,Grey,1,0,0,0,Individual,1199 cc,FWD,0.39758476544356713,0.3093220338983051,0.3538681948424069,0.5,0.29411764705882354
1720,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elite i20 Asta 1.2 [2016-2017],0.15211338901543914,0.8235294117647058,0.0499643736640124,1,0,0,0,0,0,1,0,Hyderabad,Grey,1,0,0,0,Individual,1197 cc,FWD,0.41151881096144916,0.365819209039548,0.2979942693409742,0.5,0.35294117647058826
1721,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Creta 1.6 SX Plus AT Petrol,0.2594279929131865,0.8529411764705882,0.02498843706638999,1,0,0,0,0,0,0,1,Delhi,White,1,0,0,0,Individual,1591 cc,FWD,0.5438922433813284,0.4307909604519774,0.47707736389684813,0.5,0.5294117647058824
1722,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Creta 1.6 SX,0.4305239179954442,0.9705882352941176,0.0069627611035413825,0,1,0,0,0,0,1,0,Chennai,Black,1,0,0,0,Individual,1582 cc,FWD,0.5438922433813284,0.4307909604519774,0.47707736389684813,0.5,0.5294117647058824
1723,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terrano XL D Plus,0.1369273601619843,0.7647058823529411,0.02746352988237059,0,1,0,0,0,0,1,0,Lucknow,Grey,0,1,0,0,Individual,1461 cc,FWD,0.5722248026010218,0.4901129943502825,0.5358166189111748,0.5,0.4117647058823529
1725,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Creta SX (O) 1.5 Diesel [2020-2022],0.4241964059731714,0.9411764705882353,0.017463154868307563,0,1,0,0,0,0,1,0,Dehradun,White,1,0,0,0,Individual,1493 cc,FWD,0.5578262888992104,0.4449152542372881,0.48424068767908307,0.5,0.4117647058823529
1726,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Celerio ZXi AMT [2019-2020],0.14705137939762086,0.9117647058823529,0.010329887370776404,1,0,0,0,0,0,0,1,Udupi,Silver,1,0,0,0,Individual,998 cc,FWD,0.2768230376219229,0.1765536723163842,0.37679083094555876,0.5,0.23529411764705882
1728,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortuner 3.0 4x2 MT,0.33561123766135154,0.7352941176470589,0.04146405490205883,0,1,0,0,0,0,1,0,Jalandhar,White,1,0,0,0,Individual,2982 cc,RWD,0.7459359033906178,0.5155367231638418,0.7922636103151862,0.8333333333333334,0.7647058823529411
1729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amaze 1.5 S i-DTEC,0.09516578081498354,0.7647058823529411,0.037463904896433614,0,1,0,0,0,0,1,0,Amritsar,Brown,1,0,0,0,Individual,1498 cc,FWD,0.41384115188109616,0.2895480225988701,0.2979942693409742,0.5,0.23529411764705882
1730,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Innova 2.8 GX AT 8 STR [2016-2020],0.5434067324727917,0.9117647058823529,0.021360301011287924,0,1,0,0,0,0,0,1,Bangalore,White,1,0,0,0,Individual,2755 cc,RWD,0.7598699489084998,0.501412429378531,0.7134670487106017,1.0,0.47058823529411764
1733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City 1.5 S MT,0.05087319665907365,0.6176470588235294,0.03609185344450417,1,0,0,0,0,0,1,0,Navi Mumbai,Black,1,0,0,0,Individual,1497 cc,FWD,0.6135624709707385,0.3107344632768362,0.2621776504297994,0.5,0.3176470588235294
1734,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A3 35 TDI Premium Plus + Sunroof,0.7342444950645406,0.8823529411764706,0.008612822980861782,0,1,0,0,0,0,0,1,Bangalore,Red,1,0,0,0,Individual,1968 cc,FWD,0.6302833255921969,0.4533898305084746,0.17048710601719197,0.5,0.4117647058823529
1735,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scorpio S6 Plus Intelli-Hybrid,0.23690205011389523,0.8529411764705882,0.033963773641511555,0,1,0,0,0,0,1,0,Delhi,White,1,0,0,0,Individual,2179 cc,RWD,0.6302833255921969,0.4872881355932203,1.0,1.0,0.5294117647058824
1736,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Venue S 1.0 AT Petrol [2019-2020],0.17742343710453048,0.9117647058823529,0.021763316124354663,1,0,0,0,0,0,0,1,Allahabad,White,1,0,0,0,Individual,998 cc,FWD,0.41616349280074316,0.4166666666666667,0.44126074498567336,0.5,0.35294117647058826
1737,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wagon R VXi (O),0.10149329283725639,0.8823529411764706,0.021463304873932772,1,0,0,0,0,0,1,0,Allahabad,White,1,0,0,0,Individual,998 cc,FWD,0.24941941477008825,0.0,0.5343839541547278,0.5,0.23529411764705882
1738,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vitara Brezza VXi,0.20248038471273094,0.9705882352941176,0.00860432266209983,1,0,0,0,0,0,1,0,Mumbai,White,1,0,0,0,Individual,1462 cc,FWD,0.41616349280074316,0.4449152542372881,0.49140401146131807,0.5,0.38823529411764707
1739,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Swift DZire VXI,0.09643128321943811,0.7647058823529411,0.029463604885183195,1,0,0,0,0,0,1,0,Guwahati,Blue,1,0,0,0,Individual,1197 cc,FWD,0.41616349280074316,0.3107344632768362,0.36962750716332377,0.5,0.3176470588235294
1740,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ertiga VDI SHVS,0.17489243229562138,0.8529411764705882,0.04396414865557458,0,1,0,0,0,0,1,0,Mohali,White,1,0,0,0,Individual,1248 cc,FWD,0.5559684161634928,0.3107344632768362,0.5558739255014327,0.8333333333333334,0.35294117647058826
1743,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Creta SX 1.6 AT Petrol,0.3065046823588965,0.8823529411764706,0.017963173619010713,1,0,0,0,0,0,0,1,Mumbai,Grey,1,0,0,0,Individual,1591 cc,FWD,0.5438922433813284,0.4307909604519774,0.5272206303724928,0.5,0.47058823529411764
1744,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kwid RXT [2015-2019],0.05087319665907365,0.8529411764705882,0.01596309861619811,1,0,0,0,0,0,1,0,Kolkata,White,1,0,0,0,Individual,799 cc,FWD,0.26939154667905246,0.14689265536723164,0.2593123209169054,0.5,0.15294117647058825
1745,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verna SX (O) AT Anniversary Edition 1.6 VTVT,0.2343710453049861,0.8823529411764706,0.026613498006175233,1,0,0,0,0,0,0,1,Thane,Grey,1,0,0,0,Individual,1591 cc,FWD,0.6228518346493265,0.3587570621468927,0.25501432664756446,0.5,0.35294117647058826
1747,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X1 sDrive20d,0.8101746393318148,0.9411764705882353,0.015965598709951623,0,1,0,0,0,0,0,1,Bangalore,Blue,0,1,0,0,Individual,1995 cc,RWD,0.6293543892243382,0.4562146892655367,0.3553008595988539,0.5,0.5411764705882353
1748,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Endeavour Titanium 3.2 4x4 AT,0.8607947355099975,0.8823529411764706,0.017463154868307563,0,1,0,0,0,0,0,1,Ludhiana,White,1,0,0,0,Individual,3198 cc,AWD,0.8327914537854157,0.5437853107344632,0.7736389684813754,0.8333333333333334,0.7647058823529411
1750,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUV300 T8,0.13945836497089345,0.8235294117647058,0.04596422365838719,0,1,0,0,0,0,1,0,Kanpur,White,0,1,0,0,Individual,1493 cc,RWD,0.41616349280074316,0.5084745762711864,0.7765042979942693,0.8333333333333334,0.5294117647058824
1751,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elantra 2.0 SX (O) AT,0.3583902809415338,0.9117647058823529,0.010962911109166593,1,0,0,0,0,0,0,1,Mumbai,Silver,0,1,0,0,Individual,1999 cc,FWD,0.6832326985601487,0.4590395480225989,0.24068767908309455,0.5,0.4117647058823529
1752,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verna Fluidic 1.6 VTVT SX,0.10782080485952923,0.7647058823529411,0.03096366113729265,1,0,0,0,0,0,1,0,Delhi,Silver,1,0,0,0,Individual,1591 cc,FWD,0.5903390617742684,0.3177966101694915,0.25501432664756446,0.5,0.32941176470588235
1753,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kiger RXZ AMT,0.24069855732725892,1.0,0.0019625735965098693,1,0,0,0,0,0,0,1,Hyderabad,White,0,1,0,0,Individual,999 cc,FWD,0.4143056200650255,0.3884180790960452,0.44126074498567336,0.5,0.29411764705882354
1754,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Innova 2.8 ZX AT 7 STR [2016-2020],0.4558339660845356,0.8235294117647058,0.03596384864432416,0,1,0,0,0,0,0,1,Ludhiana,White,1,0,0,0,Individual,2755 cc,RWD,0.7598699489084998,0.501412429378531,0.7134670487106017,0.8333333333333334,0.47058823529411764
1755,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ciaz ZXI+,0.13186535054416604,0.7941176470588235,0.030362638598947462,1,0,0,0,0,0,1,0,Mumbai,White,1,0,0,0,Individual,1373 cc,FWD,0.6460752438457965,0.3601694915254237,0.2693409742120344,0.5,0.32941176470588235
1756,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verna 1.6 VTVT SX AT,0.18248544672234876,0.8235294117647058,0.00996287360776029,1,0,0,0,0,0,0,1,Pune,White,1,0,0,0,Individual,1591 cc,FWD,0.5926614026939154,0.3177966101694915,0.25501432664756446,0.5,0.32941176470588235
1757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City V CVT Petrol [2017-2019],0.25082257656289547,0.9117647058823529,0.008962836106353988,1,0,0,0,0,0,0,1,Delhi,Brown,1,0,0,0,Individual,1497 cc,FWD,0.6228518346493265,0.3107344632768362,0.2836676217765043,0.5,0.29411764705882354
1758,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scorpio SLE BS-IV,0.15844090103771197,0.7647058823529411,0.03896396114854307,0,1,0,0,0,0,1,0,Ludhiana,White,0,1,0,0,Individual,2179 cc,RWD,0.6182071528100325,0.4830508474576271,0.9713467048710601,1.0,0.5294117647058824
1759,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Swift DZire VXI,0.10149329283725639,0.7647058823529411,0.025963473630261136,1,0,0,0,0,0,1,0,Delhi,Silver,1,0,0,0,Individual,1197 cc,FWD,0.41616349280074316,0.3107344632768362,0.36962750716332377,0.5,0.3176470588235294
1760,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Swift ZXi,0.19007846114907617,1.0,0.004962686100728778,1,0,0,0,0,0,1,0,Jalandhar,White,1,0,0,0,Individual,1197 cc,FWD,0.346493265211333,0.3672316384180791,0.333810888252149,0.5,0.25882352941176473
1761,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Safari 2.2 VX 4x2 Varicor400,0.5444191343963554,0.9705882352941176,0.01596309861619811,0,1,0,0,0,0,1,0,Patna,Green,1,0,0,0,Individual,2179 cc,RWD,0.7227124941941477,0.692090395480226,0.8954154727793696,0.8333333333333334,0.5647058823529412
1762,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XUV500 W10,0.25968109339407747,0.7941176470588235,0.06896508619073215,0,1,0,0,0,0,1,0,Bangalore,Silver,1,0,0,0,Individual,2179 cc,FWD,0.6901997213190897,0.5861581920903954,0.6991404011461319,0.8333333333333334,0.6470588235294118
1763,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DZire LDi,0.1293343457352569,0.8823529411764706,0.04221408302811355,0,1,0,0,0,0,1,0,Ambala Cantt,White,0,0,1,0,Individual,1248 cc,FWD,0.41616349280074316,0.3672316384180791,0.3123209169054441,0.5,0.25882352941176473
1764,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],0.10149329283725639,0.8235294117647058,0.023463379876745377,1,0,0,0,0,0,1,0,Dehradun,Grey,0,1,0,0,Individual,1197 cc,FWD,0.30933581049698095,0.2612994350282486,0.3194842406876791,0.5,0.32941176470588235
1767,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verna EX 1.6 CRDi [2017-2018],0.1926094659579853,0.8823529411764706,0.03646386739502731,0,1,0,0,0,0,1,0,Pune,Red,1,0,0,0,Individual,1582 cc,FWD,0.6228518346493265,0.3587570621468927,0.25501432664756446,0.5,0.35294117647058826
1768,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S-Class S 500,0.4621614781068084,0.6764705882352942,0.03596384864432416,1,0,0,0,0,0,0,1,Mumbai,Silver,1,0,0,0,Individual,4663 cc,RWD,0.9972131908964236,0.5988700564971752,0.2822349570200573,0.3333333333333333,0.7647058823529411
1769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jazz S AT [2015-2016],0.11921032649962035,0.7941176470588235,0.020963286123229622,1,0,0,0,0,0,0,1,Delhi,White,1,0,0,0,Individual,1198 cc,FWD,0.39758476544356713,0.3093220338983051,0.3538681948424069,0.5,0.29411764705882354
1772,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Swift VDi,0.09516578081498354,0.7941176470588235,0.018227183519381976,0,1,0,0,0,0,1,0,Varanasi,Blue,0,0,1,0,Individual,1248 cc,FWD,0.34881560613098,0.3107344632768362,0.333810888252149,0.5,0.3176470588235294
1773,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Swift VXi,0.06985573272589218,0.7058823529411765,0.014963061114791804,1,0,0,0,0,0,1,0,Patna,Blue,1,0,0,0,Individual,1197 cc,FWD,0.34881560613098,0.3107344632768362,0.333810888252149,0.5,0.3176470588235294
1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,XC60 Inscription,0.48114401417362695,0.8235294117647058,0.03946397989924622,0,1,0,0,0,0,0,1,Ahmedabad,White,1,0,0,0,Individual,2400 cc,AWD,0.7176033441709243,0.5875706214689266,0.5959885386819485,0.5,0.6470588235294118
1777,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scorpio S2,0.22804353328271323,0.8823529411764706,0.02046326737252647,0,1,0,0,0,0,1,0,Patna,Blue,1,0,0,0,Individual,2523 cc,RWD,0.6302833255921969,0.4872881355932203,0.9068767908309455,1.0,0.5294117647058824
1779,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A6 35 TDI Matrix,0.4874715261958998,0.7941176470588235,0.030463642386589496,0,1,0,0,0,0,0,1,Delhi,White,0,1,0,0,Individual,1968 cc,FWD,0.8518346493265211,0.5635593220338984,0.22636103151862463,0.5,0.7058823529411765
1781,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C-Class C 220d Progressive [2018-2019],0.8734497595545432,0.9117647058823529,0.02746352988237059,0,1,0,0,0,0,0,1,Pune,Black,0,1,0,0,Individual,1950 cc,RWD,0.7371110078959592,0.4731638418079096,0.20773638968481375,0.5,0.6
1782,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kwid CLIMBER 1.0 [2017-2019],0.08251075677043786,0.8529411764705882,0.022463342375339077,1,0,0,0,0,0,1,0,Bhubaneswar,Grey,0,0,0,1,Individual,999 cc,FWD,0.26939154667905246,0.14689265536723164,0.2593123209169054,0.5,0.15294117647058825
1783,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GLA 200 d Sport,0.4495064540622627,0.8235294117647058,0.028963586134480045,0,1,0,0,0,0,0,1,Lucknow,White,1,0,0,0,Individual,2143 cc,FWD,0.6154203437064562,0.4646892655367232,0.2822349570200573,0.5,0.4117647058823529
1784,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thar LX 4-STR Hard Top Petrol AT,0.42039989875980766,0.9705882352941176,0.0021625810967911296,1,0,0,0,0,0,0,1,Mumbai,Black,1,0,0,0,Individual,1997 cc,AWD,0.41151881096144916,0.4872881355932203,0.7836676217765043,0.3333333333333333,0.49411764705882355
1785,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Celerio VXi AMT,0.08251075677043786,0.7647058823529411,0.017463154868307563,1,0,0,0,0,0,0,1,Delhi,Red,1,0,0,0,Individual,998 cc,FWD,0.23269856014862983,0.1765536723163842,0.37679083094555876,0.5,0.23529411764705882
1786,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alto 800 Vxi,0.059731713490255633,0.8235294117647058,0.011135917596909885,1,0,0,0,0,0,1,0,Patna,White,1,0,0,0,Individual,796 cc,FWD,0.13748258244310266,0.0211864406779661,0.25501432664756446,0.5,0.23529411764705882
1787,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thar AX 6-STR Soft Top Petrol MT,0.4558339660845356,0.9705882352941176,0.011602935110066628,1,0,0,0,0,0,1,0,Aurangabad,Red,0,1,0,0,Individual,1997 cc,AWD,0.41151881096144916,0.4872881355932203,0.8925501432664756,0.6666666666666666,0.49411764705882355
1788,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ertiga ZDi,0.14477347506960264,0.7352941176470589,0.03596384864432416,0,1,0,0,0,0,1,0,Mumbai,Blue,1,0,0,0,Individual,1248 cc,FWD,0.5415699024616814,0.3107344632768362,0.5558739255014327,0.8333333333333334,0.35294117647058826
1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Pajero 2.5 AT,0.3609212857504429,0.8235294117647058,0.04096403615135567,0,1,0,0,0,0,0,1,Mumbai,Grey,1,0,0,0,Individual,2477 cc,RWD,0.7412912215513238,0.480225988700565,0.7779369627507163,0.8333333333333334,0.6470588235294118
